entity,name,prefix,reference,description,documentation-url,notes,permitted-development-right-class,permitted-development-right-part,entry-date,start-date,end-date
11500054,Extensions etc of office buildings,permitted-development-right,7F,The extension or alteration of an office building,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-f-extensions-etc-of-office-buildings/made,,F,7,2020-12-31,1995-01-01,2021-08-01
11500055,Hard surfaces for office buildings,permitted-development-right,7G,"Development consisting of:
(a) the provision of a hard surface within the curtilage of an office building to be used for the purpose of the office concerned; or
(b) the replacement in whole or in part of such a surface",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-g-hard-surfaces-for-office-buildings/made,,G,7,2020-12-31,1995-01-01,2021-08-01
11500056,Extensions etc of industrial and warehouse,permitted-development-right,7H,"The erection, extension or alteration of an industrial building or a warehouse",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-h-extensions-etc-of-industrial-and-warehouse/made,,H,7,2020-12-31,1995-01-01,
11500057,Developments relating to an industrial process,permitted-development-right,7I,"Development carried out on industrial land for the purposes of an industrial process consisting of:
(a) the installation of additional or replacement plant or machinery;
(b) the provision, main, pipe, cable or other apparatus, or
(c) the provision, private railway, siding or conveyor",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-i-developments-relating-to-an-industrial-process/made,,I,7,2020-12-31,1995-01-01,
11500058,Hard surfaces for industrial and warehouse premises,permitted-development-right,7J,"Development consisting of:
(a) the provision of a hard surface within the curtilage of an industrial building or warehouse to be used for the purpose of the undertaking concerned; or
(b) the replacement in whole or in part of such a surface",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-j-hard-surfaces-for-industrial-and-warehouse-premises/made,,J,7,2020-12-31,1995-01-01,
11500059,Waste deposits from an industrial process,permitted-development-right,7K,The deposit of waste material resulting from an industrial process on any land comprised in a site which was used for that purpose on 1st July 1948 whether or not the superficial area or the height of the deposit is extended as a result,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-k-waste-deposits-from-an-industrial-process/made,,K,7,2020-12-31,1995-01-01,
11500060,Development at waste management facilities,permitted-development-right,7L,"Development carried out on land used for the purposes of a waste management facility consisting of:
(a) the extension or alteration of a building; and
(b) the installation of replacement plant or machinery",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-l-development-at-waste-management-facilities/made,,L,7,2020-12-31,1995-01-01,
11500061,"Extensions etc for schools, colleges, universities, prisons and hospitals",permitted-development-right,7M,"The erection, extension or alteration of a school, college, university, prison or hospital building.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-m-extensions-etc-for-schools-colleges-universities-and-hospitals,,M,7,2024-01-19,2021-04-21,
11500161,Alteration etc. of prison fences,permitted-development-right,7MA,"The erection, construction, maintenance, improvement or alteration of a gate, fence, wall or other means of enclosure in connection with a prison.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-ma-alteration-etc-of-prison-fences,,MA,7,2024-01-19,2023-07-26,
11500062,"Hard surfaces for schools, colleges, universities or hospitals",permitted-development-right,7N,"Development consisting of:
(a) the provision of a hard surface within the curtilage of any school, university or hospital to be used for the purposes of that school, college, university or hospital; or
(b) the replacement in whole or in part of such a surface",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/7/crossheading/class-n-hard-surfaces-for-schools-colleges-universities-or-hospitals/made,,N,7,2020-12-30,1995-01-01,
11500063,Railway or light railway undertakings,permitted-development-right,8A,"Development by railway undertakers on their operational land, required in connection with the movement of traffic by rail",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-a-railway-or-light-railway-undertakings/made,,A,8,2020-12-31,1995-01-01,
11500064,"Dock, pier, harbour, water transport, canal or inland navigation undertakings",permitted-development-right,8B,"Development on operational land by statutory undertakers or their lessees in respect of dock, pier, harbour, water transport, or canal or inland navigation undertakings, required:
(a) for the purposes of shipping,
(b) in connection with the embarking, loading, discharging or transport of passengers, livestock or goods at a dock, pier or harbour, or with the movement of traffic by canal or inland navigation or by any railway forming part of the undertaking",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-b-dock-pier-harbour-water-transport-canal-or-inland-navigation-undertakings/made,,B,8,2020-12-31,1995-01-01,
11500065,Works to inland waterways,permitted-development-right,8C,"The improvement, maintenance or repair of an inland waterway (other than a commercial waterway or cruising waterway) to which section 104 of the Transport Act 1968 (classification of waterways)(30) applies, and the repair or maintenance of a culvert, weir, lock, aqueduct, sluice, reservoir, let-off valve or other work used in connection with the control and operation of such a waterway",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-c-works-to-inland-waterways/made,,C,8,2020-12-31,1995-01-01,
11500066,Dredging by transport undertakings,permitted-development-right,8D,"The use of any land by statutory undertakers in respect of dock, pier, harbour, water transport, canal or inland navigation undertakings for the spreading of any dredged material",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-d-dredging-by-transport-undertakings/made,,D,8,2020-12-31,1995-01-01,
11500067,Development for the aid of shipping,permitted-development-right,8E,"Development required for the purposes of the functions of a general or local lighthouse authority under the Merchant Shipping Act 1995(31) and any other statutory provision made with respect to a local lighthouse authority, or in the exercise by a local lighthouse authority of rights, powers or duties acquired by usage prior to the 1995 Act",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-e-development-for-the-aid-of-shipping/made,,E,8,2020-12-31,1995-01-01,
11500068,Development at an airport,permitted-development-right,8F,The carrying out on operational land by a relevant airport operator or its agent of development (including the erection or alteration of an operational building) in connection with the provision of services and facilities at a relevant airport,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-f-development-at-an-airport/made,,F,8,2020-12-31,1995-01-01,
11500069,Air traffic services development at an airport,permitted-development-right,8G,The carrying out on operational land within the perimeter of a relevant airport by a relevant airport operator or its agent of development in connection with the provision of air traffic services,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-g-air-traffic-services-development-at-an-airport/made,,G,8,2020-12-31,1995-01-01,
11500070,Air traffic services development near an airport,permitted-development-right,8H,The carrying out on operational land outside but within 8 kilometres of the perimeter of a relevant airport by a relevant airport operator or its agent of development in connection with the provision of air traffic services,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-h-air-traffic-services-development-near-an-airport/made,,H,8,2020-12-31,1995-01-01,
11500071,Development by an air traffic services licence holder within an airport,permitted-development-right,8I,The carrying out by an air traffic services licence holder or its agents within the perimeter of an airport of development in connection with the provision of air traffic services,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-i-development-by-an-air-traffic-services-licence-holder-within-an-airport/made,,I,8,2020-12-31,1995-01-01,
11500072,Development by an air traffic services licence holder on operational land,permitted-development-right,8J,The carrying out on operational land of an air traffic services licence holder by that licence holder or its agents of development in connection with the provision of air traffic services,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-j-development-by-an-air-traffic-services-licence-holder-on-operational-land/made,,J,8,2020-12-31,1995-01-01,
11500073,Development by an air traffic services licence holder in an emergency,permitted-development-right,8K,The use of land by or on behalf of an air traffic services licence holder in an emergency to station moveable apparatus replacing unserviceable apparatus,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-k-development-by-an-air-traffic-services-licence-holder-in-an-emergency/made,,K,8,2020-12-31,1995-01-01,
11500074,Development by an air traffic services licence holder involving moveable structures,permitted-development-right,8L,he use of land by or on behalf of an air traffic services licence holder to provide services and facilities in connection with the provision of air traffic services and the erection or placing of moveable structures on the land for the purposes of that use,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-l-development-by-an-air-traffic-services-licence-holder-involving-moveable-structures/made,,L,8,2020-12-31,1995-01-01,
11500075,Development by the Civil Aviation Authority for surveys etc,permitted-development-right,8M,The use of land by or on behalf of the Civil Aviation Authority for the stationing and operation of apparatus in connection with the carrying out of surveys or investigations,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-m-development-by-the-civil-aviation-authority-for-surveys-etc/made,,M,8,2020-12-31,1995-01-01,
11500076,Use of airport buildings managed by relevant airport operators,permitted-development-right,8N,The use of buildings within the perimeter of an airport managed by a relevant airport operator for purposes connected with air transport services or other flying activities at that airport,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/8/crossheading/class-n-use-of-airport-buildings-managed-by-relevant-airport-operators/made,,N,8,2020-12-31,1995-01-01,
11500077,Development by highways authorities,permitted-development-right,9A,"The carrying out by a highway authority:
(a) on land within the boundaries of a road, where such works involve development by virtue of section 55(2)(b)(38) of the Act; or
(b) on land outside but adjoining the boundary of an existing highway of works required for or incidental to the maintenance or improvement of the highway.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/9/crossheading/class-a-development-by-highways-authorities/made,,A,9,2020-12-30,1995-01-01,
11500078,Development by the Secretary of State or a strategic highways company under the Highways Act 1980,permitted-development-right,9B,"The carrying out by the Secretary of State or a strategic highways company of works in exercise of the functions of the Secretary of State or the company under the Highways Act 1980(39), or works in connection with, or incidental to, the exercise of those functions",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/9/crossheading/class-b-development-by-the-secretary-of-state-or-a-strategic-highways-company-under-the-highways-act-1980/made,,B,9,2020-12-31,1995-01-01,
11500079,Tramway or road transport undertakings,permitted-development-right,9C,"Development required for the purposes of the carrying on of any tramway or road transport undertaking consisting of:
(a) the installation of posts, underground cables, feeder pillars or transformer boxes in, on, over or adjacent to a highway for the purpose of supplying current to public service vehicles;
(b) the installation of tramway tracks, drains and pipes in connection with such tracks for the working of tramways;
(c) the installation of telephone cables and apparatus, stop posts and signs required in connection with the operation of public service vehicles;
(d) the erection or construction and the maintenance,
(e) any other development on operational land of the undertaking",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/9/crossheading/class-c-tramway-or-road-transport-undertakings/made,,C,9,2020-12-30,1995-01-01,
11500080,Toll road facilities,permitted-development-right,9D,"Development consisting of:
(a) the setting up and the maintenance,
(b) the provision of a hard surface to be used for the parking of vehicles in connection with the use of such facilities",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/9/crossheading/class-d-toll-road-facilities/made,,D,9,2020-12-30,1995-01-01,
11500081,Repairs to unadopted streets and private ways,permitted-development-right,9E,The carrying out on land within the boundaries of an unadopted street or private way of works required for the maintenance or improvement of the street or way,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/9/crossheading/class-e-repairs-to-unadopted-streets-and-private-ways/made,,E,9,2020-12-31,1995-01-01,
11500082,"Inspecting, repairing or renewing any sewer, main, pipe, cable or other apparatus",permitted-development-right,10A,"The carrying out of any works for the purposes of inspecting, repairing or renewing any sewer, main, pipe, cable or other apparatus, including breaking open any land for that purpose",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/10,,A,10,2024-01-19,2024-01-19,
11500083,Development by Historic England,permitted-development-right,11A,"Development by or on behalf of Historic England(45), consisting of:
(a) the maintenance,
(b) the erection of screens,
(c) the carrying out of works to stabilise ground conditions by any cliff,
where such works are required for the purposes of securing the preservation of any building or monument.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/11/crossheading/class-a-development-by-historic-england/made,,A,11,2020-12-30,1995-01-01,
11500084,Demolition of buildings,permitted-development-right,11B,Any building operation consisting of the demolition of a building,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/11/crossheading/class-b-demolition-of-buildings/made,,B,11,2020-12-31,1995-01-01,
11500085,"Demolition of gates, fences, walls etc",permitted-development-right,11C,"Any building operation consisting of the demolition of the whole or any part of any gate, fence, wall or other means of enclosure",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/11/crossheading/class-c-demolition-of-gates-fences-walls-etc/made,,C,11,2020-12-31,1995-01-01,
11500086,"Erection or construction and the maintenance, improvement or other alteration by a local authority or by an urban development corporation",permitted-development-right,12A,"The erection or construction and the maintenance, improvement or other alteration by a local authority or by an urban development corporation of:
(a) any small ancillary building,
(b) lamp standards, passenger shelters, public shelters and seats, telephone boxes, fire alarms, public drinking fountains, horse troughs, refuse bins or baskets, barriers for the control of people waiting to enter public service vehicles, electric vehicle charging points and any associated infrastructure, and similar structures or works required in connection with the operation of any public service administered by them",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/12/crossheading/class-a/made,,A,12,2020-12-31,1995-01-01,
11500087,Deposit of waste material,permitted-development-right,12B,The deposit by a local authority of waste material on any land comprised in a site which was used for that purpose on 1st July 1948 whether or not the superficial area or the height of the deposit is extended as a result,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/12/crossheading/class-b/made,,B,12,2020-12-31,1995-01-01,
11500162,Holding of a market by or on behalf of a local authority,permitted-development-right,12BA,The use of any land for the purposes of holding a market by or on behalf of a local authority and the provision on the land of any moveable structure for the permitted use,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/12/crossheading/class-ba-holding-of-a-market-by-or-on-behalf-of-a-local-authority,,BA,12,2024-01-19,2022-01-11,
11500163, Emergency development by a local authority or health service body,permitted-development-right,12A-A,,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/12A/crossheading/class-a-emergency-development-by-a-local-authority-or-health-service-body,,A,12A,2024-01-31,2020-04-09,2022-12-31
11500088,Water or hydraulic power undertakings,permitted-development-right,13A,"Development for the purposes of their undertaking by statutory undertakers for the supply of water or hydraulic power consisting of:
(a) development not above ground level required in connection with the supply of water or for conserving, or for the conveyance of water treatment sludge;
(b) development in,
(c) the provision of a building, machinery or apparatus in, on, over or under land for the purpose of survey or investigation;
(d) the maintenance,
(e) the installation in a water distribution system of a booster station, meter or switch-gear house;
(f) any works authorised by or required in connection with an order made under section 73 of the Water Resources Act 1991 (power to make ordinary and emergency drought orders)(55);
(g) any other development in, over or under operational land other than the provision of a building but including the extension or alteration of a building.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/13/crossheading/class-a-water-or-hydraulic-power-undertakings/made,,A,13,2020-12-31,1995-01-01,
11500089,Development by or on behalf of sewerage undertakers,permitted-development-right,13B,"Development by or on behalf of a sewerage undertaker consisting of:
(a) development not above ground level required in connection with the provision, maintenance or repair of a sewer, outfall pipe, sludge main or associated apparatus;
(b) the provision of a building, machinery or apparatus in, on, over or under land for the purpose of survey or investigation;
(c) the maintenance,
(d) the installation in a sewerage system of a pumping station, control panel house or switch-gear house;
(e) any works authorised by or required in connection with an order made under section 73 of the Water Resources Act 1991 (power to make ordinary and emergency drought orders)(56);
(f) any other development in, over or under their operational land, other than the provision of a building but including the extension or alteration of a building.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/13/crossheading/class-b-development-by-or-on-behalf-of-sewerage-undertakers/made,,B,13,2020-12-31,1995-01-01,
11500090,Development by drainage bodies,permitted-development-right,13C,"Development by a drainage body in, on or under any watercourse or land drainage works required in connection with the improvement, maintenance or repair of that watercourse or those works",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/13/crossheading/class-c-development-by-drainage-bodies/made,,C,13,2020-12-31,1995-01-01,
11500091,Development by the Environment Agency,permitted-development-right,13D,"Development by the Environment Agency for the purposes of its functions, consisting of:
(a) development not above ground level required in connection with conserving,
(b) development in, maintenance or repair of that watercourse or those works;
(c) the provision of a building, machinery or apparatus in, on, over or under land for the purpose of survey or investigation;
(d) the maintenance,
(e) any works authorised by or required in connection with an order made under section 73 of the Water Resources Act 1991 (power to make ordinary and emergency drought orders);
(f) any other development in, over or under their operational land, other than the provision of a building but including the extension or alteration of a building.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/13/crossheading/class-d-development-by-the-environment-agency/made,,D,13,2020-12-31,1995-01-01,
11500092,Installation or alteration etc of solar equipment on domestic premises,permitted-development-right,14A,"The installation, alteration or replacement of microgeneration solar PV or solar thermal equipment on:
(a) a dwellinghouse or a block of flats; or
(b) a building situated within the curtilage of a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-a-installation-or-alteration-etc-of-solar-equipment-on-domestic-premises/made,,A,14,2020-12-30,1995-01-01,
11500093,Installation or alteration etc of stand-alone solar equipment on domestic premises,permitted-development-right,14B,"The installation, alteration or replacement of stand-alone solar for microgeneration within the curtilage of a dwellinghouse or a block of flats.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-b-installation-or-alteration-etc-of-standalone-solar-equipment-on-domestic-premises/made,,B,14,2020-12-31,1995-01-01,
11500094,Installation or alteration etc of ground source heat pumps on domestic premises,permitted-development-right,14C,"The installation, alteration or replacement of a microgeneration ground source heat pump within the curtilage of a dwellinghouse or a block of flats.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-c-installation-or-alteration-etc-of-ground-source-heat-pumps-on-domestic-premises/made,,C,14,2020-12-31,1995-01-01,
11500095,Installation or alteration etc of water source heat pumps on domestic premises,permitted-development-right,14D,"The installation, alteration or replacement of a microgeneration water source heat pump within the curtilage of a dwellinghouse or a block of flats.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-d-installation-or-alteration-etc-of-water-source-heat-pumps-on-domestic-premises/made,,D,14,2020-12-31,1995-01-01,
11500096,Installation or alteration etc of flue for biomass heating system on domestic premises,permitted-development-right,14E,"The installation, alteration or replacement of a flue, forming part of a microgeneration biomass heating system, on a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-e-installation-or-alteration-etc-of-flue-for-biomass-heating-system-on-domestic-premises/made,,E,14,2020-12-31,1995-01-01,
11500097,Installation or alteration etc of flue for combined heat and power on domestic premises,permitted-development-right,14F,"The installation, alteration or replacement of a flue, forming part of a microgeneration combined heat and power system, on a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-f-installation-or-alteration-etc-of-flue-for-combined-heat-and-power-on-domestic-premises/made,,F,14,2020-12-31,1995-01-01,
11500098,Installation or alteration etc of air source heat pumps on domestic premises,permitted-development-right,14G,"The installation, alteration or replacement of a microgeneration air source heat pump:
(a) on a dwellinghouse or a block of flats; or
(b) within the curtilage of a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-g-installation-or-alteration-etc-of-air-source-heat-pumps-on-domestic-premises/made,,G,14,2020-12-31,1995-01-01,
11500099,Installation or alteration etc of wind turbine on domestic premises,permitted-development-right,14H,"The installation, alteration or replacement of a microgeneration wind turbine on:
(a) a detached dwellinghouse; or
(b) a detached building situated within the curtilage of a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-h-installation-or-alteration-etc-of-wind-turbine-on-domestic-premises/made,,H,14,2020-12-30,1995-01-01,
11500100,Installation or alteration etc of stand-alone wind turbine on domestic premises,permitted-development-right,14I,"The installation, alteration or replacement of a stand-alone wind turbine for microgeneration within the curtilage of a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-i-installation-or-alteration-etc-of-standalone-wind-turbine-on-domestic-premises/made,,I,14,2020-12-31,1995-01-01,
11500101,Installation or alteration etc of solar equipment on non-domestic premises,permitted-development-right,14J,"The installation, alteration or replacement of:
(a) microgeneration solar thermal equipment on a building;
(b) microgeneration solar PV equipment on a building; or
(c) other solar PV equipment on the roof of a building",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-j-installation-or-alteration-etc-of-solar-equipment-on-nondomestic-premises/made,,J,14,2020-12-31,1995-01-01,
11500102,Installation or alteration etc of stand-alone solar equipment on non-domestic premises,permitted-development-right,14K,"The installation, alteration or replacement of stand-alone solar for microgeneration within the curtilage of a building other than a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-k-installation-or-alteration-etc-of-standalone-solar-equipment-on-nondomestic-premises/made,,K,14,2020-12-31,1995-01-01,
11500103,Installation or alteration etc of ground source heat pump on non-domestic premises,permitted-development-right,14L,"The installation, alteration or replacement of a microgeneration ground source heat pump within the curtilage of a building other than a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-l-installation-or-alteration-etc-of-ground-source-heat-pump-on-nondomestic-premises/made,,L,14,2020-12-31,1995-01-01,
11500104,Installation or alteration etc of water source heat pump on non-domestic premises,permitted-development-right,14M,"The installation, alteration or replacement of a microgeneration water source heat pump within the curtilage of a building other than a dwellinghouse or a block of flat",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-m-installation-or-alteration-etc-of-water-source-heat-pump-on-nondomestic-premises/made,,M,14,2020-12-31,1995-01-01,
11500105,Installation etc of flue for biomass heating system on non-domestic premises,permitted-development-right,14N,"The installation, alteration or replacement of a flue, forming part of a microgeneration biomass heating system, on a building other than:
(a) a dwellinghouse or a block of flats; or
(b) a building situated within the curtilage of a dwellinghouse or a block of flats.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-n-installation-etc-of-flue-for-biomass-heating-system-on-nondomestic-premises/made,,N,14,2020-12-30,1995-01-01,
11500106,Installation etc of flue for combined heat and power on non-domestic premises,permitted-development-right,14O,"The installation, alteration or replacement of a flue, forming part of a microgeneration combined heat and power system, on a building other than:
(a) a dwellinghouse or a block of flats; or
(b) a building situated within the curtilage of a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-o-installation-etc-of-flue-for-combined-heat-and-power-on-nondomestic-premises/made,,O,14,2020-12-30,1995-01-01,
11500164,"Installation etc of a solar canopy on non-domestic, off-street parking",permitted-development-right,14OA,"The installation, alteration or replacement of a solar canopy within an area lawfully used as off-street parking other than for a dwellinghouse or a block of flats",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/14/crossheading/class-oa-installation-etc-of-a-solar-canopy-on-nondomestic-offstreet-parking,,OA,14,2024-01-19,2023-12-21,
11500107,Gas transporters,permitted-development-right,15A,"Development by a gas transporter required for the purposes of its undertaking consisting of:
(a) the laying underground of mains,
(b) the installation in a gas distribution system of apparatus for measuring, controlling or varying the pressure, flow or volume of gas, and structures for housing such apparatus;
(c) the construction in any storage area or protective area specified in an order made under section 4 of the Gas Act 1965 (storage authorisation orders)(65), and the erection or construction in any such area of any plant or machinery required in connection with the construction of such boreholes;
(d) the placing and storage on land of pipes and other apparatus to be included in a main or pipe which is being or is about to be laid or constructed in pursuance of planning permission granted or deemed to be granted under Part 3 of the Act (control over development);
(e) the erection on operational land of the gas transporter of a building solely for the protection of plant or machinery;
(f) any other development carried out in, over or under the operational land of the gas transporter.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/15/crossheading/class-a-gas-transporters/made,,A,15,2020-12-31,1995-01-01,
11500108,Electricity undertakings,permitted-development-right,15B,"Development by statutory undertakers for the generation, transmission, distribution or supply of electricity for the purposes of their undertaking consisting of:
(a) the installation or replacement in, over or under land of an electric line and the construction of shafts and tunnels and the installation or replacement of feeder or service pillars or transforming or switching stations or chambers reasonably necessary in connection with an electric line;
(b) the installation or replacement of any electronic communications line which connects any part of an electric line to any electrical plant or building,
(c) the sinking of boreholes to ascertain the nature of the subsoil and the installation of any plant or machinery reasonably necessary in connection with such boreholes;
(d) the extension or alteration of buildings on operational land;
(e) the erection on operational land of the undertaking or a building solely for the protection of plant or machinery;
(f) any other development carried out in, over or under the operational land of the undertaking",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/15/crossheading/class-b-electricity-undertakings/made,,B,15,2020-12-31,1995-01-01,
11500109,Electronic communications code operators,permitted-development-right,16A,"Development by or on behalf of an electronic communications code operator for the purpose of the operator’s electronic communications network in, on, over or under land controlled by that operator or in accordance with the electronic communications code, consisting of:
(a) the installation,
(b) the use of land in an emergency for a period not exceeding 6 months to station and operate moveable electronic communications apparatus required for the replacement of unserviceable electronic communications apparatus, or
(c) development ancillary to radio equipment housing.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/16/crossheading/class-a-electronic-communications-code-operators/made,,A,16,2020-12-30,1995-01-01,
11500110,Other telecommunications development,permitted-development-right,16B,"The installation, alteration or replacement on any building or other structure of a height of 15 metres or more of a microwave antenna and any structure intended for the support of a microwave antenna",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/16/crossheading/class-b-other-telecommunications-development/made,,B,16,2020-12-31,1995-01-01,
11500111,Other telecommunications development: microwave antenna,permitted-development-right,16C,"The installation, alteration or replacement on any building or other structure of a height of less than 15 metres of a microwave antenna.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/16/crossheading/class-c-other-telecommunications-development-microwave-antenna/made,,C,16,2020-12-31,1995-01-01,
11500112,Driver information systems,permitted-development-right,16D,"The installation, alteration or replacement of system apparatus by or on behalf of a driver information system operator.",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/16/crossheading/class-d-driver-information-systems/made,,D,16,2020-12-31,1995-01-01,
11500113,Universal postal service providers,permitted-development-right,16E,"Development required for the purposes of a universal service provider (within the meaning of Part 3 of the Postal Services Act 2011(78)) in connection with the provision of a universal postal service (within the meaning of that Part) consisting of:
(a) the installation of posting boxes or self-service machines,
(b) any other development carried out in, over or under the operational land of the undertaking",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/16/crossheading/class-e-universal-postal-service-providers/made,,E,16,2020-12-31,1995-01-01,
11500114,"Extensions, alterations etc ancillary to mining operations",permitted-development-right,17A,"The carrying out of operations for the erection, extension, installation, rearrangement, replacement, repair or other alteration of any:
(a) plant or machinery,
(b) buildings,
(c) private ways or private railways or sidings,
(d) sewers, pipes, cables or other similar apparatus, on land used as a mine",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-a-extensions-alterations-etc-ancillary-to-mining-operations/made,,A,17,2020-12-31,1995-01-01,
11500115,Other developments ancillary to mining operations,permitted-development-right,17B,"The carrying out, on land used as a mine or on ancillary mining land of operations for the erection, installation, extension, rearrangement, replacement, repair or other alteration of any:
(a) plant or machinery,
(b) buildings,
(c) structures or erections",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-b-other-developments-ancillary-to-mining-operations/made,,B,17,2020-12-30,1995-01-01,
11500116,Developments for maintenance or safety,permitted-development-right,17C,The carrying out of development required for the maintenance or safety of a mine or a disused mine or for the purposes of ensuring the safety of the surface of the land at or adjacent to a mine or a disused mine,https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-c-developments-for-maintenance-or-safety/made,,C,17,2020-12-31,1995-01-01,
11500117,Coal mining development by the Coal Authority and licensed operators,permitted-development-right,17D,"Development by a licensee of the Coal Authority, in a mine started before 1st July 1948, consisting of:
(a) the winning and working underground of coal or coal-related minerals in a designated seam area; or
(b) the carrying out of development underground which is required in order to gain access to and work coal or coal-related minerals in a designated seam area",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-d-coal-mining-development-by-the-coal-authority-and-licensed-operators/made,,D,17,2020-12-30,1995-01-01,
11500118,Coal mining development by a licensee of the British Coal Corporation,permitted-development-right,17E,"Development by a licensee of the British Coal Corporation, in a mine started before 1st July 1948, consisting of:
(a) the winning and working underground of coal or coal-related minerals in a designated seam area; or
(b) the carrying out of development underground which is required in order to gain access to and work coal or coal-related minerals in a designated seam area",https://www.legislation.gov.uk/uksi/2015/596/schedule/2/part/17/crossheading/class-e-coal-mining-development-by-a-licensee-of-the-british-coal-corporation/made,,E,17,2020-12-30,1995-01-01,
